accountName,pagename,processedPages,name,cost,appdexValue
"Scotland Retail","a/sr_hub",20772,"weekly",2736,0.8210812632389756
"Scotland Retail","a/payments/mobile/makepayment/paymentsuccessful.jsp",19972,"weekly",2736,0.5459142799919888
"Scotland Retail","a/useradmin/mobile/logon/mobileinterstitialpage.jsp",11024,"weekly",2736,0.8384887518142236
"Scotland Retail","AOV - Redesigned Mobile",821,"weekly",2736,0.5639464068209501
"Scotland Retail","APPLICATION",6918927,"weekly",1275,0.7581802062660872
"TBS Commercial","a/account_details",107,"5min",156,0.7897196261682243
"TBS Commercial","APPLICATION",494,"5min",107,0.7742914979757085
"TBS Commercial","a/account_details",1763,"hourly",159,0.7484401588201929
"TBS Commercial","a/account_overview_business",1306,"hourly",159,0.8326952526799387
"TBS Commercial","a/makepayment/makemultiplepayment.jsp",981,"hourly",159,0.8888888888888888
"TBS Commercial","logon/login.jsp",891,"hourly",159,0.5695847362514029
"TBS Commercial","a/logon/authenticationinformation.jsp",844,"hourly",159,0.5171800947867299
"TBS Commercial","unauth/pages/loggedoff.jsp",548,"hourly",159,0.6596715328467153
"TBS Commercial","a/makepayment/makepaymentconfirmation.jsp",315,"hourly",159,0.8412698412698413
"TBS Commercial","a/makepayment/makepaymentsuccessful.jsp",267,"hourly",159,0.8146067415730337
"TBS Commercial","a/set_up_new_payee",219,"hourly",159,0.9315068493150684
"TBS Commercial","a/makepayment/fasterpaymentinprogress.jsp",218,"hourly",159,0.8876146788990825
"TBS Commercial","a/viewproductdetails/printfriendlystatement.jsp",108,"hourly",159,0.9305555555555556
"TBS Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",102,"hourly",159,0.8578431372549019
"TBS Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",102,"hourly",159,0.8186274509803921
"TBS Commercial","APPLICATION",8192,"hourly",135,0.751953125
"TBS Commercial","a/account_details",22300,"daily",3222,0.8008744394618834
"TBS Commercial","a/account_overview_business",19791,"daily",3222,0.8435399929260775
"TBS Commercial","logon/login.jsp",14518,"daily",3222,0.6246039399366304
"TBS Commercial","a/logon/authenticationinformation.jsp",12558,"daily",3222,0.522336359292881
"TBS Commercial","a/makepayment/makemultiplepayment.jsp",12090,"daily",3222,0.8882133995037221
"TBS Commercial","unauth/pages/loggedoff.jsp",7957,"daily",3222,0.6947341963051401
"TBS Commercial","a/makepayment/makepaymentconfirmation.jsp",4593,"daily",3222,0.8465055519268452
"TBS Commercial","a/makepayment/makepaymentsuccessful.jsp",4009,"daily",3222,0.8177849837864805
"TBS Commercial","a/makepayment/fasterpaymentinprogress.jsp",3190,"daily",3222,0.8851097178683386
"TBS Commercial","a/set_up_new_payee",2138,"daily",3222,0.9305425631431244
"TBS Commercial","a/viewproductdetails/printfriendlystatement.jsp",925,"daily",3222,0.914054054054054
"TBS Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",910,"daily",3222,0.8395604395604396
"TBS Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",853,"daily",3222,0.7901524032825322
"TBS Commercial","a/logon/enteronetimepasswordcard.jsp",829,"daily",3222,0.5253317249698432
"TBS Commercial","a/logon/capturememorableinformation.jsp",765,"daily",3222,0.8718954248366013
"TBS Commercial","a/make_transfer",642,"daily",3222,0.9213395638629284
"TBS Commercial","a/maketransfer/maketransfersuccessful.jsp",510,"daily",3222,0.9068627450980392
"TBS Commercial","a/view_business_overview",102,"daily",3222,0.9754901960784313
"TBS Commercial","APPLICATION",113646,"daily",2354,0.7663270154690882
"TBS Commercial","a/account_details",128925,"weekly",4494,0.8264921465968587
"TBS Commercial","a/account_overview_business",120525,"weekly",4494,0.8639120514416097
"TBS Commercial","logon/login.jsp",88072,"weekly",4494,0.6801310291579616
"TBS Commercial","a/makepayment/makemultiplepayment.jsp",83278,"weekly",4494,0.9129001657100314
"TBS Commercial","a/logon/authenticationinformation.jsp",76422,"weekly",4494,0.561180026693884
"TBS Commercial","unauth/pages/loggedoff.jsp",49126,"weekly",4494,0.770559377926149
"TBS Commercial","a/makepayment/makepaymentconfirmation.jsp",30574,"weekly",4494,0.8722770981880029
"TBS Commercial","a/makepayment/makepaymentsuccessful.jsp",26758,"weekly",4494,0.8506427984154271
"TBS Commercial","a/makepayment/fasterpaymentinprogress.jsp",20595,"weekly",4494,0.9007526098567613
"TBS Commercial","a/set_up_new_payee",11496,"weekly",4494,0.9447199025748086
"TBS Commercial","a/viewproductdetails/printfriendlystatement.jsp",4746,"weekly",4494,0.922566371681416
"TBS Commercial","a/logon/enteronetimepasswordcard.jsp",4679,"weekly",4494,0.5583458003846976
"TBS Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",4678,"weekly",4494,0.8585934159897392
"TBS Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",4380,"weekly",4494,0.8089041095890411
"TBS Commercial","a/logon/capturememorableinformation.jsp",4331,"weekly",4494,0.8934426229508197
"TBS Commercial","a/make_transfer",3650,"weekly",4494,0.9435616438356165
"TBS Commercial","a/maketransfer/maketransfersuccessful.jsp",2790,"weekly",4494,0.9245519713261648
"TBS Commercial","a/view_business_overview",528,"weekly",4494,0.96875
"TBS Commercial","APPLICATION",695313,"weekly",1469,0.8013829742864005
"Lloyds Commercial","a/account_details",1458,"5min",174,0.8168724279835391
"Lloyds Commercial","a/account_overview_business",1326,"5min",174,0.8702865761689291
"Lloyds Commercial","a/makepayment/makemultiplepayment.jsp",1197,"5min",174,0.8989139515455304
"Lloyds Commercial","logon/login.jsp",719,"5min",174,0.6502086230876217
"Lloyds Commercial","a/logon/authenticationinformation.jsp",646,"5min",174,0.5835913312693498
"Lloyds Commercial","unauth/pages/loggedoff.jsp",412,"5min",174,0.720873786407767
"Lloyds Commercial","a/makepayment/makepaymentconfirmation.jsp",305,"5min",174,0.9114754098360656
"Lloyds Commercial","a/makepayment/makepaymentsuccessful.jsp",281,"5min",174,0.8380782918149466
"Lloyds Commercial","a/makepayment/fasterpaymentinprogress.jsp",211,"5min",174,0.9004739336492891
"Lloyds Commercial","a/set_up_new_payee",174,"5min",174,0.9425287356321839
"Lloyds Commercial","APPLICATION",5879,"5min",108,0.8143391733287975
"Lloyds Commercial","a/account_details",24888,"hourly",130,0.8154934104789456
"Lloyds Commercial","a/account_overview_business",21829,"hourly",130,0.8786476705300289
"Lloyds Commercial","a/makepayment/makemultiplepayment.jsp",19048,"hourly",130,0.8917996640067198
"Lloyds Commercial","logon/login.jsp",11659,"hourly",130,0.6427223604082682
"Lloyds Commercial","a/logon/authenticationinformation.jsp",10752,"hourly",130,0.5917503720238095
"Lloyds Commercial","unauth/pages/loggedoff.jsp",7119,"hourly",130,0.7202556538839725
"Lloyds Commercial","a/makepayment/makepaymentconfirmation.jsp",4667,"hourly",130,0.8902935504606814
"Lloyds Commercial","a/makepayment/makepaymentsuccessful.jsp",4345,"hourly",130,0.8323360184119678
"Lloyds Commercial","a/set_up_new_payee",3063,"hourly",130,0.9298073783872021
"Lloyds Commercial","a/makepayment/fasterpaymentinprogress.jsp",2939,"hourly",130,0.924634229329704
"Lloyds Commercial","a/viewproductdetails/printfriendlystatement.jsp",1195,"hourly",130,0.9347280334728033
"Lloyds Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",1190,"hourly",130,0.8546218487394958
"Lloyds Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",1031,"hourly",130,0.7982541222114452
"Lloyds Commercial","a/logon/enteronetimepasswordcard.jsp",779,"hourly",130,0.6046213093709885
"Lloyds Commercial","a/logon/capturememorableinformation.jsp",723,"hourly",130,0.9142461964038727
"Lloyds Commercial","a/make_transfer",715,"hourly",130,0.9181818181818182
"Lloyds Commercial","a/view_business_overview",655,"hourly",130,0.9221374045801527
"Lloyds Commercial","a/maketransfer/maketransfersuccessful.jsp",561,"hourly",130,0.9001782531194296
"Lloyds Commercial","APPLICATION",124743,"hourly",118,0.8133161780620957
"Lloyds Commercial","a/account_details",349175,"daily",407,0.8374697501252953
"Lloyds Commercial","a/account_overview_business",302689,"daily",407,0.8955512093270651
"Lloyds Commercial","a/makepayment/makemultiplepayment.jsp",220664,"daily",407,0.9154891599898488
"Lloyds Commercial","logon/login.jsp",169904,"daily",407,0.6932620774084188
"Lloyds Commercial","a/logon/authenticationinformation.jsp",154350,"daily",407,0.6018270165208941
"Lloyds Commercial","unauth/pages/loggedoff.jsp",97357,"daily",407,0.7478917797384882
"Lloyds Commercial","a/makepayment/makepaymentconfirmation.jsp",59905,"daily",407,0.9100075118938319
"Lloyds Commercial","a/makepayment/makepaymentsuccessful.jsp",56142,"daily",407,0.8628655908232695
"Lloyds Commercial","a/makepayment/fasterpaymentinprogress.jsp",37847,"daily",407,0.9408935979073638
"Lloyds Commercial","a/set_up_new_payee",36318,"daily",407,0.9441874552563467
"Lloyds Commercial","a/viewproductdetails/printfriendlystatement.jsp",17367,"daily",407,0.9222087867795243
"Lloyds Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",14129,"daily",407,0.873911812584047
"Lloyds Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",12233,"daily",407,0.8138641379874111
"Lloyds Commercial","a/make_transfer",10224,"daily",407,0.9352014866979655
"Lloyds Commercial","a/logon/enteronetimepasswordcard.jsp",10049,"daily",407,0.6107075330878694
"Lloyds Commercial","a/view_business_overview",9555,"daily",407,0.9476713762428048
"Lloyds Commercial","a/logon/capturememorableinformation.jsp",9386,"daily",407,0.9144470487960793
"Lloyds Commercial","a/maketransfer/maketransfersuccessful.jsp",8096,"daily",407,0.9164402173913043
"Lloyds Commercial","APPLICATION",1702105,"daily",468,0.8309496182667931
"Lloyds Commercial","a/account_details",1959775,"weekly",1444,0.8620106900026788
"Lloyds Commercial","a/account_overview_business",1743063,"weekly",1444,0.9242044033979265
"Lloyds Commercial","a/makepayment/makemultiplepayment.jsp",1385982,"weekly",1444,0.9376795658240872
"Lloyds Commercial","logon/login.jsp",966347,"weekly",1444,0.7531533703731682
"Lloyds Commercial","a/logon/authenticationinformation.jsp",886403,"weekly",1444,0.6569545680689257
"Lloyds Commercial","unauth/pages/loggedoff.jsp",562288,"weekly",1444,0.8184933699456506
"Lloyds Commercial","a/makepayment/makepaymentconfirmation.jsp",375456,"weekly",1444,0.931387432881616
"Lloyds Commercial","a/makepayment/makepaymentsuccessful.jsp",352969,"weekly",1444,0.9004756791672923
"Lloyds Commercial","a/makepayment/fasterpaymentinprogress.jsp",232864,"weekly",1444,0.9591886251202418
"Lloyds Commercial","a/set_up_new_payee",207573,"weekly",1444,0.960888458518208
"Lloyds Commercial","a/viewproductdetails/printfriendlystatement.jsp",97865,"weekly",1444,0.9501558269044091
"Lloyds Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",80015,"weekly",1444,0.8989252015247141
"Lloyds Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",68910,"weekly",1444,0.8421854592947322
"Lloyds Commercial","a/make_transfer",59151,"weekly",1444,0.95729573464523
"Lloyds Commercial","a/logon/enteronetimepasswordcard.jsp",56007,"weekly",1444,0.6729069580588141
"Lloyds Commercial","a/view_business_overview",53784,"weekly",1444,0.9720827755466309
"Lloyds Commercial","a/logon/capturememorableinformation.jsp",52389,"weekly",1444,0.9434518696672965
"Lloyds Commercial","a/maketransfer/maketransfersuccessful.jsp",46942,"weekly",1444,0.9468386519534745
"Lloyds Commercial","APPLICATION",9939781,"weekly",2112,0.8669032044066162
"Scotland Commercial","a/account_details",174,"5min",85,0.764367816091954
"Scotland Commercial","a/makepayment/makemultiplepayment.jsp",171,"5min",85,0.8947368421052632
"Scotland Commercial","a/account_overview_business",143,"5min",85,0.8671328671328671
"Scotland Commercial","logon/login.jsp",107,"5min",85,0.6074766355140186
"Scotland Commercial","APPLICATION",1402,"5min",85,0.7870898716119828
"Scotland Commercial","a/makepayment/makemultiplepayment.jsp",4946,"hourly",132,0.8921350586332389
"Scotland Commercial","a/account_details",3933,"hourly",132,0.778794813119756
"Scotland Commercial","a/account_overview_business",3305,"hourly",132,0.8706505295007564
"Scotland Commercial","logon/login.jsp",2038,"hourly",132,0.6243866535819431
"Scotland Commercial","a/logon/authenticationinformation.jsp",1800,"hourly",132,0.5755555555555556
"Scotland Commercial","unauth/pages/loggedoff.jsp",1241,"hourly",132,0.7111200644641418
"Scotland Commercial","a/makepayment/makepaymentconfirmation.jsp",791,"hourly",132,0.881795195954488
"Scotland Commercial","a/makepayment/makepaymentsuccessful.jsp",713,"hourly",132,0.814866760168303
"Scotland Commercial","a/set_up_new_payee",448,"hourly",132,0.9107142857142857
"Scotland Commercial","a/makepayment/fasterpaymentinprogress.jsp",420,"hourly",132,0.9297619047619048
"Scotland Commercial","a/logon/enteronetimepasswordcard.jsp",207,"hourly",132,0.6014492753623188
"Scotland Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",199,"hourly",132,0.8467336683417085
"Scotland Commercial","a/logon/capturememorableinformation.jsp",193,"hourly",132,0.8860103626943006
"Scotland Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",190,"hourly",132,0.7947368421052632
"Scotland Commercial","a/viewproductdetails/printfriendlystatement.jsp",174,"hourly",132,0.9166666666666666
"Scotland Commercial","a/make_transfer",104,"hourly",132,0.9375
"Scotland Commercial","APPLICATION",22454,"hourly",140,0.8020619934087467
"Scotland Commercial","a/account_details",52439,"daily",599,0.7902229256850817
"Scotland Commercial","a/makepayment/makemultiplepayment.jsp",52167,"daily",599,0.9036747369026396
"Scotland Commercial","a/account_overview_business",47251,"daily",599,0.8769973122261963
"Scotland Commercial","logon/login.jsp",29755,"daily",599,0.6575197445807427
"Scotland Commercial","a/logon/authenticationinformation.jsp",25240,"daily",599,0.5570919175911252
"Scotland Commercial","unauth/pages/loggedoff.jsp",17076,"daily",599,0.7374092293277114
"Scotland Commercial","a/makepayment/makepaymentconfirmation.jsp",9703,"daily",599,0.8931258373698856
"Scotland Commercial","a/makepayment/makepaymentsuccessful.jsp",8979,"daily",599,0.8344470431005679
"Scotland Commercial","a/makepayment/fasterpaymentinprogress.jsp",5886,"daily",599,0.9302582398912674
"Scotland Commercial","a/set_up_new_payee",5615,"daily",599,0.9312555654496883
"Scotland Commercial","a/viewproductdetails/printfriendlystatement.jsp",3092,"daily",599,0.9104139715394567
"Scotland Commercial","a/logon/enteronetimepasswordcard.jsp",3064,"daily",599,0.5828981723237598
"Scotland Commercial","a/logon/capturememorableinformation.jsp",2990,"daily",599,0.8933110367892977
"Scotland Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",2358,"daily",599,0.8539016115351993
"Scotland Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",2086,"daily",599,0.8132790028763183
"Scotland Commercial","a/make_transfer",1632,"daily",599,0.9283088235294118
"Scotland Commercial","a/maketransfer/maketransfersuccessful.jsp",1343,"daily",599,0.9132539091586002
"Scotland Commercial","a/view_business_overview",1004,"daily",599,0.9492031872509961
"Scotland Commercial","APPLICATION",292744,"daily",421,0.8065425764490476
"Scotland Commercial","a/makepayment/makemultiplepayment.jsp",303701,"weekly",1667,0.9265642852674176
"Scotland Commercial","a/account_details",293598,"weekly",1667,0.8234150096390302
"Scotland Commercial","a/account_overview_business",268160,"weekly",1667,0.9048646330548926
"Scotland Commercial","logon/login.jsp",165976,"weekly",1667,0.7215290162433123
"Scotland Commercial","a/logon/authenticationinformation.jsp",142038,"weekly",1667,0.6087877891831763
"Scotland Commercial","unauth/pages/loggedoff.jsp",97195,"weekly",1667,0.8219507176295077
"Scotland Commercial","a/makepayment/makepaymentconfirmation.jsp",60251,"weekly",1667,0.9160843803422349
"Scotland Commercial","a/makepayment/makepaymentsuccessful.jsp",55967,"weekly",1667,0.866465953150964
"Scotland Commercial","a/makepayment/fasterpaymentinprogress.jsp",36613,"weekly",1667,0.9517247972031792
"Scotland Commercial","a/set_up_new_payee",31387,"weekly",1667,0.9489756905725301
"Scotland Commercial","a/viewproductdetails/printfriendlystatement.jsp",17222,"weekly",1667,0.9476541632795262
"Scotland Commercial","a/logon/enteronetimepasswordcard.jsp",16823,"weekly",1667,0.6416215894905783
"Scotland Commercial","a/logon/capturememorableinformation.jsp",16474,"weekly",1667,0.9283719800898386
"Scotland Commercial","a/createnewbeneficiary/confirmpayeedetails.jsp",13165,"weekly",1667,0.8788074439802507
"Scotland Commercial","a/createnewbeneficiary/payeesetupsuccessfully.jsp",11443,"weekly",1667,0.8392030062046666
"Scotland Commercial","a/make_transfer",9215,"weekly",1667,0.9543678784590341
"Scotland Commercial","a/maketransfer/maketransfersuccessful.jsp",7532,"weekly",1667,0.9440387679235263
"Scotland Commercial","a/view_business_overview",5254,"weekly",1667,0.9658355538637229
"Scotland Commercial","APPLICATION",1684481,"weekly",2576,0.8458032474097363
